from_stop_id,to_stop_id,peak_fare,low_fare,senior_fare
11994,11987,5,5,5
11994,11990,5,5,5
11982,11981,4,4,4
11982,11995,4,4,4
11994,11981,4,4,4
11994,11995,4,4,4
11982,11978,6,6,6
11982,12004,6,6,6
11994,11978,6,6,6
11994,12004,6,6,6
11979,11984,5,5,5
11979,11993,5,5,5
11979,12461,5,5,5
12003,11984,5,5,5
12003,11993,5,5,5
12003,12461,5,5,5
11979,11521,5,5,5
11979,11543,5,5,5
11979,11977,5,5,5
11979,12005,5,5,5
11979,ABRDN,5,5,5
12003,11521,5,5,5
12003,11543,5,5,5
12003,11977,5,5,5
12003,12005,5,5,5
12003,ABRDN,5,5,5
11979,11958,8,8,8
12003,11958,8,8,8
11979,11986,6,6,6
11979,11991,6,6,6
12003,11986,6,6,6
12003,11991,6,6,6
11979,11980,4,4,4
11979,12002,4,4,4
12003,11980,4,4,4
12003,12002,4,4,4
11979,11985,6,6,6
11979,11992,6,6,6
12003,11985,6,6,6
12003,11992,6,6,6
11979,11976,6,6,6
12003,11976,6,6,6
11979,11988,7,7,7
11979,11989,7,7,7
12003,11988,7,7,7
12003,11989,7,7,7
11979,11987,7,7,7
11979,11990,7,7,7
12003,11987,7,7,7
12003,11990,7,7,7
11979,11981,4,4,4
11979,11995,4,4,4
12003,11981,4,4,4
12003,11995,4,4,4
11979,11982,5,5,5
11979,11994,5,5,5
12003,11982,5,5,5
12003,11994,5,5,5
11979,11978,4,4,4
11979,12004,4,4,4
12003,11978,4,4,4
12003,12004,4,4,4
11988,11984,5,5,5
11988,11993,5,5,5
11988,12461,5,5,5
11989,11984,5,5,5
11989,11993,5,5,5
11989,12461,5,5,5
11988,11979,7,7,7
11988,12003,7,7,7
11989,11979,7,7,7
11989,12003,7,7,7
11988,11521,9,9,9
11988,11543,9,9,9
11988,11977,9,9,9
11988,12005,9,9,9
11988,ABRDN,9,9,9
11989,11521,9,9,9
11989,11543,9,9,9
11989,11977,9,9,9
11989,12005,9,9,9
11989,ABRDN,9,9,9
11988,11958,4,4,4
11989,11958,4,4,4
11988,11986,4,4,4
11988,11991,4,4,4
11989,11986,4,4,4
11989,11991,4,4,4
11988,11980,6,6,6
11988,12002,6,6,6
11989,11980,6,6,6
11989,12002,6,6,6
11988,11985,4,4,4
11988,11992,4,4,4
11989,11985,4,4,4
11989,11992,4,4,4
11988,11976,10,10,10
11989,11976,10,10,10
11988,11987,4,4,4
11988,11990,4,4,4
11989,11987,4,4,4
11989,11990,4,4,4
11988,11981,6,6,6
11988,11995,6,6,6
11989,11981,6,6,6
11989,11995,6,6,6
11988,11982,5,5,5
11988,11994,5,5,5
11989,11982,5,5,5
11989,11994,5,5,5
11988,11978,8,8,8
11988,12004,8,8,8
11989,11978,8,8,8
11989,12004,8,8,8
11985,11984,4,4,4
11985,11993,4,4,4
11985,12461,4,4,4
11992,11984,4,4,4
11992,11993,4,4,4
11992,12461,4,4,4
11985,11979,6,6,6
11985,12003,6,6,6
11992,11979,6,6,6
11992,12003,6,6,6
11985,11521,8,8,8
11985,11543,8,8,8
11985,11977,8,8,8
11985,12005,8,8,8
11985,ABRDN,8,8,8
11992,11521,8,8,8
11992,11543,8,8,8
11992,11977,8,8,8
11992,12005,8,8,8
11992,ABRDN,8,8,8
11985,11958,5,5,5
11992,11958,5,5,5
11985,11986,4,4,4
11985,11991,4,4,4
11992,11986,4,4,4
11992,11991,4,4,4
11985,11980,5,5,5
11985,12002,5,5,5
11992,11980,5,5,5
11992,12002,5,5,5
11985,11976,9,9,9
11992,11976,9,9,9
11985,11988,4,4,4
11985,11989,4,4,4
11992,11988,4,4,4
11992,11989,4,4,4
11985,11987,4,4,4
11985,11990,4,4,4
11992,11987,4,4,4
11992,11990,4,4,4
11985,11981,5,5,5
11985,11995,5,5,5
11992,11981,5,5,5
11992,11995,5,5,5
11985,11982,4,4,4
11985,11994,4,4,4
11992,11982,4,4,4
11992,11994,4,4,4
11985,11978,7,7,7
11985,12004,7,7,7
11992,11978,7,7,7
11992,12004,7,7,7
11976,11984,8,8,8
11976,11993,8,8,8
11976,12461,8,8,8
11976,11979,6,6,6
11976,12003,6,6,6
11976,11521,4,4,4
11976,11543,4,4,4
11976,11977,4,4,4
11976,12005,4,4,4
11976,ABRDN,4,4,4
11976,11958,11,11,11
11976,11986,9,9,9
11976,11991,9,9,9
11976,11980,7,7,7
11976,12002,7,7,7
11976,11985,9,9,9
11976,11992,9,9,9
11976,11988,10,10,10
11976,11989,10,10,10
11976,11987,10,10,10
11976,11990,10,10,10
11976,11981,7,7,7
11976,11995,7,7,7
11976,11982,8,8,8
11976,11994,8,8,8
11976,11978,5,5,5
11976,12004,5,5,5
11987,11984,5,5,5
11987,11993,5,5,5
11987,12461,5,5,5
11990,11984,5,5,5
11990,11993,5,5,5
11990,12461,5,5,5
11987,11979,7,7,7
11987,12003,7,7,7
11990,11979,7,7,7
11990,12003,7,7,7
11987,11521,9,9,9
11987,11543,9,9,9
11987,11977,9,9,9
11987,12005,9,9,9
11987,ABRDN,9,9,9
11990,11521,9,9,9
11990,11543,9,9,9
11990,11977,9,9,9
11990,12005,9,9,9
11990,ABRDN,9,9,9
11987,11958,4,4,4
11990,11958,4,4,4
11987,11986,4,4,4
11987,11991,4,4,4
11990,11986,4,4,4
11990,11991,4,4,4
11987,11980,6,6,6
11987,12002,6,6,6
11990,11980,6,6,6
11990,12002,6,6,6
11987,11985,4,4,4
11987,11992,4,4,4
11990,11985,4,4,4
11990,11992,4,4,4
11987,11976,10,10,10
11990,11976,10,10,10
11987,11988,4,4,4
11987,11989,4,4,4
11990,11988,4,4,4
11990,11989,4,4,4
11987,11981,6,6,6
11987,11995,6,6,6
11990,11981,6,6,6
11990,11995,6,6,6
11987,11982,5,5,5
11987,11994,5,5,5
11990,11982,5,5,5
11990,11994,5,5,5
11987,11978,8,8,8
11987,12004,8,8,8
11990,11978,8,8,8
11990,12004,8,8,8
11958,11984,6,6,6
11958,11993,6,6,6
11958,12461,6,6,6
11958,11979,8,8,8
11958,12003,8,8,8
11958,11521,10,10,10
11958,11543,10,10,10
11958,11977,10,10,10
11958,12005,10,10,10
11958,ABRDN,10,10,10
11958,11986,5,5,5
11958,11991,5,5,5
11958,11980,7,7,7
11958,12002,7,7,7
11958,11985,5,5,5
11958,11992,5,5,5
11958,11976,11,11,11
11958,11988,4,4,4
11958,11989,4,4,4
11958,11987,4,4,4
11958,11990,4,4,4
11958,11981,7,7,7
11958,11995,7,7,7
11958,11982,6,6,6
11958,11994,6,6,6
11958,11978,9,9,9
11958,12004,9,9,9
11981,11984,4,4,4
11981,11993,4,4,4
11981,12461,4,4,4
11995,11984,4,4,4
11995,11993,4,4,4
11995,12461,4,4,4
11981,11979,4,4,4
11981,12003,4,4,4
11995,11979,4,4,4
11995,12003,4,4,4
11981,11521,6,6,6
11981,11543,6,6,6
11981,11977,6,6,6
11981,12005,6,6,6
11981,ABRDN,6,6,6
11995,11521,6,6,6
11995,11543,6,6,6
11995,11977,6,6,6
11995,12005,6,6,6
11995,ABRDN,6,6,6
11981,11958,7,7,7
11995,11958,7,7,7
11981,11986,5,5,5
11981,11991,5,5,5
11995,11986,5,5,5
11995,11991,5,5,5
11981,11980,4,4,4
11981,12002,4,4,4
11995,11980,4,4,4
11995,12002,4,4,4
11981,11985,5,5,5
11981,11992,5,5,5
11995,11985,5,5,5
11995,11992,5,5,5
11981,11976,7,7,7
11995,11976,7,7,7
11981,11988,6,6,6
11981,11989,6,6,6
11995,11988,6,6,6
11995,11989,6,6,6
11981,11987,6,6,6
11981,11990,6,6,6
11995,11987,6,6,6
11995,11990,6,6,6
11981,11982,4,4,4
11981,11994,4,4,4
11995,11982,4,4,4
11995,11994,4,4,4
11981,11978,5,5,5
11981,12004,5,5,5
11995,11978,5,5,5
11995,12004,5,5,5
12006,12008,4,4,4
12006,12025,4,4,4
12006,11913,11,11,11
12006,11945,11,11,11
12006,11971,11,11,11
12006,12010,5,5,5
12006,12023,5,5,5
12006,12875,5,5,5
12006,11958,7,7,7
12006,12016,6,6,6
12006,12017,6,6,6
12006,12009,5,5,5
12006,12024,5,5,5
12006,11957,8,8,8
12006,11959,8,8,8
12006,11956,8,8,8
12006,11960,8,8,8
12006,11954,9,9,9
12006,11962,9,9,9
12006,12015,6,6,6
12006,12018,6,6,6
12006,11942,13,13,13
12006,11974,13,13,13
12006,12011,5,5,5
12006,12012,5,5,5
12006,12021,5,5,5
12006,11947,10,10,10
12006,11969,10,10,10
12006,11949,10,10,10
12006,11967,10,10,10
12006,11955,8,8,8
12006,11961,8,8,8
12006,11946,11,11,11
12006,11970,11,11,11
12006,11953,9,9,9
12006,11963,9,9,9
12006,12007,4,4,4
12006,12026,4,4,4
12006,11944,11,11,11
12006,11972,11,11,11
12006,FRDRK_TRAN_CTR,11,11,11
12006,12014,6,6,6
12006,12019,6,6,6
12006,11940,14,14,14
12006,11952,9,9,9
12006,11964,9,9,9
12006,11943,12,12,12
12006,11973,12,12,12
12006,11948,10,10,10
12006,11968,10,10,10
12006,11950,9,9,9
12006,11966,9,9,9
12006,12013,5,5,5
12006,12020,5,5,5
12006,11941,13,13,13
12006,11975,13,13,13
12006,11951,9,9,9
12006,11965,9,9,9
11948,12008,9,9,9
11948,12025,9,9,9
11968,12008,9,9,9
11968,12025,9,9,9
11948,11913,4,4,4
11948,11945,4,4,4
11948,11971,4,4,4
11968,11913,4,4,4
11968,11945,4,4,4
11968,11971,4,4,4
11948,12010,8,8,8
11948,12023,8,8,8
11948,12875,8,8,8
11968,12010,8,8,8
11968,12023,8,8,8
11968,12875,8,8,8
11948,11958,6,6,6
11968,11958,6,6,6
11948,12016,7,7,7
11948,12017,7,7,7
11968,12016,7,7,7
11968,12017,7,7,7
11948,12009,8,8,8
11948,12024,8,8,8
11968,12009,8,8,8
11968,12024,8,8,8
11948,11957,5,5,5
11948,11959,5,5,5
11968,11957,5,5,5
11968,11959,5,5,5
11948,11956,5,5,5
11948,11960,5,5,5
11968,11956,5,5,5
11968,11960,5,5,5
11948,11954,4,4,4
11948,11962,4,4,4
11968,11954,4,4,4
11968,11962,4,4,4
11948,12015,7,7,7
11948,12018,7,7,7
11968,12015,7,7,7
11968,12018,7,7,7
11948,11942,6,6,6
11948,11974,6,6,6
11968,11942,6,6,6
11968,11974,6,6,6
11948,12011,8,8,8
11948,12012,8,8,8
11948,12021,8,8,8
11968,12011,8,8,8
11968,12012,8,8,8
11968,12021,8,8,8
11948,11947,4,4,4
11948,11969,4,4,4
11968,11947,4,4,4
11968,11969,4,4,4
11948,11949,4,4,4
11948,11967,4,4,4
11968,11949,4,4,4
11968,11967,4,4,4
11948,11955,5,5,5
11948,11961,5,5,5
11968,11955,5,5,5
11968,11961,5,5,5
11948,11946,4,4,4
11948,11970,4,4,4
11968,11946,4,4,4
11968,11970,4,4,4
11948,11953,4,4,4
11948,11963,4,4,4
11968,11953,4,4,4
11968,11963,4,4,4
11948,12007,9,9,9
11948,12026,9,9,9
11968,12007,9,9,9
11968,12026,9,9,9
11948,11944,4,4,4
11948,11972,4,4,4
11948,FRDRK_TRAN_CTR,4,4,4
11968,11944,4,4,4
11968,11972,4,4,4
11968,FRDRK_TRAN_CTR,4,4,4
11948,12014,7,7,7
11948,12019,7,7,7
11968,12014,7,7,7
11968,12019,7,7,7
11948,11940,7,7,7
11968,11940,7,7,7
11948,11952,4,4,4
11948,11964,4,4,4
11968,11952,4,4,4
11968,11964,4,4,4
11948,11943,5,5,5
11948,11973,5,5,5
11968,11943,5,5,5
11968,11973,5,5,5
11948,12006,10,10,10
11968,12006,10,10,10
11948,11950,4,4,4
11948,11966,4,4,4
11968,11950,4,4,4
11968,11966,4,4,4
11948,12013,8,8,8
11948,12020,8,8,8
11968,12013,8,8,8
11968,12020,8,8,8
11948,11941,6,6,6
11948,11975,6,6,6
11968,11941,6,6,6
11968,11975,6,6,6
11948,11951,4,4,4
11948,11965,4,4,4
11968,11951,4,4,4
11968,11965,4,4,4
11949,12008,9,9,9
11949,12025,9,9,9
11967,12008,9,9,9
11967,12025,9,9,9
11949,11913,4,4,4
11949,11945,4,4,4
11949,11971,4,4,4
11967,11913,4,4,4
11967,11945,4,4,4
11967,11971,4,4,4
11949,12010,8,8,8
11949,12023,8,8,8
11949,12875,8,8,8
11967,12010,8,8,8
11967,12023,8,8,8
11967,12875,8,8,8
11949,11958,6,6,6
11967,11958,6,6,6
11949,12016,7,7,7
11949,12017,7,7,7
11967,12016,7,7,7
11967,12017,7,7,7
11949,12009,8,8,8
11949,12024,8,8,8
11967,12009,8,8,8
11967,12024,8,8,8
11949,11957,5,5,5
11949,11959,5,5,5
11967,11957,5,5,5
11967,11959,5,5,5
11949,11956,5,5,5
11949,11960,5,5,5
11967,11956,5,5,5
11967,11960,5,5,5
11949,11954,4,4,4
11949,11962,4,4,4
11967,11954,4,4,4
11967,11962,4,4,4
11949,12015,7,7,7
11949,12018,7,7,7
11967,12015,7,7,7
11967,12018,7,7,7
11949,11942,6,6,6
11949,11974,6,6,6
11967,11942,6,6,6
11967,11974,6,6,6
11949,12011,8,8,8
11949,12012,8,8,8
11949,12021,8,8,8
11967,12011,8,8,8
11967,12012,8,8,8
11967,12021,8,8,8
11949,11947,4,4,4
11949,11969,4,4,4
11967,11947,4,4,4
11967,11969,4,4,4
11949,11955,5,5,5
11949,11961,5,5,5
11967,11955,5,5,5
11967,11961,5,5,5
11949,11946,4,4,4
11949,11970,4,4,4
11967,11946,4,4,4
11967,11970,4,4,4
11949,11953,4,4,4
11949,11963,4,4,4
11967,11953,4,4,4
11967,11963,4,4,4
11949,12007,9,9,9
11949,12026,9,9,9
11967,12007,9,9,9
11967,12026,9,9,9
11949,11944,4,4,4
11949,11972,4,4,4
11949,FRDRK_TRAN_CTR,4,4,4
11967,11944,4,4,4
11967,11972,4,4,4
11967,FRDRK_TRAN_CTR,4,4,4
11949,12014,7,7,7
11949,12019,7,7,7
11967,12014,7,7,7
11967,12019,7,7,7
11949,11940,7,7,7
11967,11940,7,7,7
11949,11952,4,4,4
11949,11964,4,4,4
11967,11952,4,4,4
11967,11964,4,4,4
11949,11943,5,5,5
11949,11973,5,5,5
11967,11943,5,5,5
11967,11973,5,5,5
11949,12006,10,10,10
11967,12006,10,10,10
11949,11948,4,4,4
11949,11968,4,4,4
11967,11948,4,4,4
11967,11968,4,4,4
11949,11950,4,4,4
11949,11966,4,4,4
11967,11950,4,4,4
11967,11966,4,4,4
11949,12013,8,8,8
11949,12020,8,8,8
11967,12013,8,8,8
11967,12020,8,8,8
11949,11941,6,6,6
11949,11975,6,6,6
11967,11941,6,6,6
11967,11975,6,6,6
11949,11951,4,4,4
11949,11965,4,4,4
11967,11951,4,4,4
11967,11965,4,4,4
11943,12008,11,11,11
11943,12025,11,11,11
11973,12008,11,11,11
11973,12025,11,11,11
11943,12010,10,10,10
11943,12023,10,10,10
11943,12875,10,10,10
11973,12010,10,10,10
11973,12023,10,10,10
11973,12875,10,10,10
11943,11958,8,8,8
11973,11958,8,8,8
11943,12016,9,9,9
11943,12017,9,9,9
11973,12016,9,9,9
11973,12017,9,9,9
11943,12009,10,10,10
11943,12024,10,10,10
11973,12009,10,10,10
11973,12024,10,10,10
11943,11957,7,7,7
11943,11959,7,7,7
11973,11957,7,7,7
11973,11959,7,7,7
11943,11956,7,7,7
11943,11960,7,7,7
11973,11956,7,7,7
11973,11960,7,7,7
11943,11954,6,6,6
11943,11962,6,6,6
11973,11954,6,6,6
11973,11962,6,6,6
11943,12015,9,9,9
11943,12018,9,9,9
11973,12015,9,9,9
11973,12018,9,9,9
11943,11942,4,4,4
11943,11974,4,4,4
11973,11942,4,4,4
11973,11974,4,4,4
11943,12011,10,10,10
11943,12012,10,10,10
11943,12021,10,10,10
11973,12011,10,10,10
11973,12012,10,10,10
11973,12021,10,10,10
11943,11947,5,5,5
11943,11969,5,5,5
11973,11947,5,5,5
11973,11969,5,5,5
11943,11949,5,5,5
11943,11967,5,5,5
11973,11949,5,5,5
11973,11967,5,5,5
11943,11955,7,7,7
11943,11961,7,7,7
11973,11955,7,7,7
11973,11961,7,7,7
11943,11946,4,4,4
11943,11970,4,4,4
11973,11946,4,4,4
11973,11970,4,4,4
11943,11953,6,6,6
11943,11963,6,6,6
11973,11953,6,6,6
11973,11963,6,6,6
11943,12007,11,11,11
11943,12026,11,11,11
11973,12007,11,11,11
11973,12026,11,11,11
11943,12014,9,9,9
11943,12019,9,9,9
11973,12014,9,9,9
11973,12019,9,9,9
11943,11940,5,5,5
11973,11940,5,5,5
11943,11952,6,6,6
11943,11964,6,6,6
11973,11952,6,6,6
11973,11964,6,6,6
11943,12006,12,12,12
11973,12006,12,12,12
11943,11948,5,5,5
11943,11968,5,5,5
11973,11948,5,5,5
11973,11968,5,5,5
11943,11950,6,6,6
11943,11966,6,6,6
11973,11950,6,6,6
11973,11966,6,6,6
11943,12013,10,10,10
11943,12020,10,10,10
11973,12013,10,10,10
11973,12020,10,10,10
11943,11941,4,4,4
11943,11975,4,4,4
11973,11941,4,4,4
11973,11975,4,4,4
11943,11951,6,6,6
11943,11965,6,6,6
11973,11951,6,6,6
11973,11965,6,6,6
12015,12008,5,5,5
12015,12025,5,5,5
12018,12008,5,5,5
12018,12025,5,5,5
12015,11913,8,8,8
12015,11945,8,8,8
12015,11971,8,8,8
12018,11913,8,8,8
12018,11945,8,8,8
12018,11971,8,8,8
12015,12010,4,4,4
12015,12023,4,4,4
12015,12875,4,4,4
12018,12010,4,4,4
12018,12023,4,4,4
12018,12875,4,4,4
12015,11958,4,4,4
12018,11958,4,4,4
12015,12016,4,4,4
12015,12017,4,4,4
12018,12016,4,4,4
12018,12017,4,4,4
12015,12009,4,4,4
12015,12024,4,4,4
12018,12009,4,4,4
12018,12024,4,4,4
12015,11957,5,5,5
12015,11959,5,5,5
12018,11957,5,5,5
12018,11959,5,5,5
12015,11956,5,5,5
12015,11960,5,5,5
12018,11956,5,5,5
12018,11960,5,5,5
12015,11954,6,6,6
12015,11962,6,6,6
12018,11954,6,6,6
12018,11962,6,6,6
12015,11942,10,10,10
12015,11974,10,10,10
12018,11942,10,10,10
12018,11974,10,10,10
12015,12011,4,4,4
12015,12012,4,4,4
12015,12021,4,4,4
